ent_station,ext_station,ent_time_period,riders_average_sunday
West Hyattsville,Van Dorn Street,Evening,0.5
West Hyattsville,Waterfront,Evening,1.5
West Hyattsville,West Hyattsville,Evening,3.5
West Hyattsville,Wheaton,Evening,2.25
Wheaton,Addison Road,Evening,1.5
Wheaton,Anacostia,Evening,4.75
Wheaton,Ballston,Evening,1.0
Wheaton,Benning Road,Evening,1.75
Wheaton,Bethesda,Evening,0.5
Wheaton,Braddock Road,Evening,2.0
Wheaton,Branch Avenue,Evening,0.25
Wheaton,Brookland,Evening,6.0
Wheaton,Capitol Heights,Evening,1.75
Wheaton,Capitol South,Evening,0.25
Wheaton,Cheverly,Evening,0.25
Wheaton,Clarendon,Evening,0.5
Wheaton,Cleveland Park,Evening,0.25
Wheaton,College Park-U of MD,Evening,1.0
Wheaton,Columbia Heights,Evening,16.0
Wheaton,Congress Heights,Evening,1.5
Wheaton,Court House,Evening,0.5
Wheaton,Crystal City,Evening,0.25
Wheaton,Dunn Loring,Evening,0.75
Wheaton,Dupont Circle,Evening,3.5
Wheaton,East Falls Church,Evening,0.5
Wheaton,Eastern Market,Evening,0.25
Wheaton,Farragut North,Evening,4.0
Wheaton,Federal Triangle,Evening,0.25
Wheaton,Foggy Bottom,Evening,1.5
Wheaton,Forest Glen,Evening,4.25
Wheaton,Fort Totten,Evening,39.5
Wheaton,Franconia-Springfield,Evening,1.75
Wheaton,Friendship Heights,Evening,1.25
Wheaton,Gallery Place-Chinatown,Evening,11.5
Wheaton,Georgia Avenue-Petworth,Evening,8.0
Wheaton,Glenmont,Evening,17.25
Wheaton,Greenbelt,Evening,4.5
Wheaton,Huntington,Evening,2.5
Wheaton,Judiciary Square,Evening,0.5
Wheaton,King Street,Evening,0.75
Wheaton,Landover,Evening,0.75
Wheaton,Largo Town Center,Evening,1.25
Wheaton,L'Enfant Plaza,Evening,0.25
Wheaton,McPherson Square,Evening,0.25
Wheaton,Metro Center,Evening,2.25
Wheaton,Minnesota Avenue,Evening,2.0
Wheaton,Morgan Blvd.,Evening,1.0
Wheaton,Mt. Vernon Square-UDC,Evening,3.25
Wheaton,Navy Yard,Evening,3.5
Wheaton,Naylor Road,Evening,3.0
Wheaton,New Carrollton,Evening,2.5
Wheaton,New York Ave,Evening,3.5
Wheaton,Pentagon,Evening,3.0
Wheaton,Pentagon City,Evening,2.75
Wheaton,Potomac Avenue,Evening,0.5
Wheaton,Prince George's Plaza,Evening,4.25
Wheaton,Rhode Island Avenue,Evening,7.0
Wheaton,Rockville,Evening,1.5
Wheaton,Rosslyn,Evening,1.0
Wheaton,Shady Grove,Evening,0.75
Wheaton,Shaw-Howard University,Evening,2.25
Wheaton,Silver Spring,Evening,43.75
Wheaton,Smithsonian,Evening,0.5
Wheaton,Southern Avenue,Evening,2.25
Wheaton,Suitland,Evening,3.75
Wheaton,Takoma,Evening,12.0
Wheaton,Tenleytown-AU,Evening,0.5
Wheaton,U Street-Cardozo,Evening,3.25
Wheaton,Union Station,Evening,10.75
Wheaton,Van Dorn Street,Evening,0.25
Wheaton,Van Ness-UDC,Evening,0.25
Wheaton,Vienna,Evening,0.5
Wheaton,Waterfront,Evening,0.75
Wheaton,West Falls Church,Evening,1.5
Wheaton,West Hyattsville,Evening,4.5
Wheaton,Wheaton,Evening,5.0
Wheaton,White Flint,Evening,0.75
Wheaton,Woodley Park-Zoo,Evening,2.0
White Flint,Addison Road,Evening,1.25
White Flint,Anacostia,Evening,4.0
White Flint,Ballston,Evening,1.25
White Flint,Benning Road,Evening,0.75
White Flint,Bethesda,Evening,15.5
White Flint,Branch Avenue,Evening,0.75
White Flint,Brookland,Evening,3.75
White Flint,Cleveland Park,Evening,1.25
White Flint,College Park-U of MD,Evening,0.5
White Flint,Columbia Heights,Evening,0.5
White Flint,Congress Heights,Evening,1.25
White Flint,Court House,Evening,0.25
White Flint,Crystal City,Evening,2.75
White Flint,Deanwood,Evening,1.0
White Flint,Dunn Loring,Evening,0.25
White Flint,Dupont Circle,Evening,13.0
White Flint,East Falls Church,Evening,1.0
White Flint,Eastern Market,Evening,0.25
White Flint,Farragut North,Evening,3.0
White Flint,Foggy Bottom,Evening,0.5
White Flint,Fort Totten,Evening,3.5
White Flint,Franconia-Springfield,Evening,1.0
White Flint,Friendship Heights,Evening,8.25
White Flint,Gallery Place-Chinatown,Evening,8.75
White Flint,Georgia Avenue-Petworth,Evening,1.5
White Flint,Glenmont,Evening,0.25
White Flint,Greenbelt,Evening,0.25
White Flint,Grosvenor,Evening,2.5
White Flint,Huntington,Evening,0.5
White Flint,Judiciary Square,Evening,0.75
White Flint,King Street,Evening,0.75
White Flint,Landover,Evening,1.0
White Flint,Largo Town Center,Evening,1.25
White Flint,L'Enfant Plaza,Evening,0.25
White Flint,McPherson Square,Evening,1.75
White Flint,Medical Center,Evening,4.0
White Flint,Metro Center,Evening,1.5
White Flint,Minnesota Avenue,Evening,0.25
White Flint,Morgan Blvd.,Evening,1.0
White Flint,Mt. Vernon Square-UDC,Evening,1.0
White Flint,Navy Yard,Evening,2.75
White Flint,Naylor Road,Evening,1.0
White Flint,New Carrollton,Evening,1.5
White Flint,New York Ave,Evening,2.75
White Flint,Pentagon,Evening,0.75
White Flint,Pentagon City,Evening,0.75
White Flint,Rhode Island Avenue,Evening,2.5
White Flint,Rockville,Evening,11.0
White Flint,Rosslyn,Evening,2.0
White Flint,Shady Grove,Evening,28.25
White Flint,Shaw-Howard University,Evening,0.75
White Flint,Silver Spring,Evening,2.0
White Flint,Smithsonian,Evening,1.0
White Flint,Southern Avenue,Evening,4.5
White Flint,Stadium-Armory,Evening,0.5
White Flint,Suitland,Evening,1.0
White Flint,Takoma,Evening,1.25
White Flint,Tenleytown-AU,Evening,3.75
White Flint,Twinbrook,Evening,5.25
White Flint,U Street-Cardozo,Evening,2.0
White Flint,Union Station,Evening,2.75
White Flint,Van Dorn Street,Evening,0.25
White Flint,Van Ness-UDC,Evening,5.0
White Flint,Vienna,Evening,1.75
White Flint,Virginia Square-GMU,Evening,0.5
White Flint,Waterfront,Evening,0.25
White Flint,West Falls Church,Evening,1.0
White Flint,West Hyattsville,Evening,1.0
White Flint,Wheaton,Evening,0.25
White Flint,White Flint,Evening,2.5
White Flint,Woodley Park-Zoo,Evening,4.75
Woodley Park-Zoo,Addison Road,Evening,2.5
Woodley Park-Zoo,Anacostia,Evening,7.75
Woodley Park-Zoo,Ballston,Evening,10.5
Woodley Park-Zoo,Benning Road,Evening,2.5
Woodley Park-Zoo,Bethesda,Evening,28.25
Woodley Park-Zoo,Braddock Road,Evening,2.75
Woodley Park-Zoo,Branch Avenue,Evening,2.5
Woodley Park-Zoo,Brookland,Evening,6.75
Woodley Park-Zoo,Capitol Heights,Evening,1.5
Woodley Park-Zoo,Capitol South,Evening,5.25
Woodley Park-Zoo,Cheverly,Evening,0.5
Woodley Park-Zoo,Clarendon,Evening,3.0
Woodley Park-Zoo,Cleveland Park,Evening,12.5
Woodley Park-Zoo,College Park-U of MD,Evening,0.75
Woodley Park-Zoo,Columbia Heights,Evening,0.75
Woodley Park-Zoo,Congress Heights,Evening,2.0
Woodley Park-Zoo,Court House,Evening,5.5
Woodley Park-Zoo,Crystal City,Evening,13.0
Woodley Park-Zoo,Deanwood,Evening,0.25
Woodley Park-Zoo,Dunn Loring,Evening,3.75
Woodley Park-Zoo,Dupont Circle,Evening,43.25
Woodley Park-Zoo,East Falls Church,Evening,10.25
Woodley Park-Zoo,Eastern Market,Evening,5.5
Woodley Park-Zoo,Eisenhower Avenue,Evening,0.75
Woodley Park-Zoo,Farragut North,Evening,20.75
Woodley Park-Zoo,Farragut West,Evening,0.5
Woodley Park-Zoo,Federal Center SW,Evening,1.75
Woodley Park-Zoo,Federal Triangle,Evening,4.0
Woodley Park-Zoo,Foggy Bottom,Evening,12.5
Woodley Park-Zoo,Forest Glen,Evening,2.75
Woodley Park-Zoo,Fort Totten,Evening,19.25
Woodley Park-Zoo,Franconia-Springfield,Evening,16.5
Woodley Park-Zoo,Friendship Heights,Evening,23.0
Woodley Park-Zoo,Gallery Place-Chinatown,Evening,43.0
Woodley Park-Zoo,Georgia Avenue-Petworth,Evening,2.5
Woodley Park-Zoo,Glenmont,Evening,10.75
Woodley Park-Zoo,Greenbelt,Evening,6.75
Woodley Park-Zoo,Grosvenor,Evening,15.5
Woodley Park-Zoo,Huntington,Evening,5.5
Woodley Park-Zoo,Judiciary Square,Evening,3.25
Woodley Park-Zoo,King Street,Evening,3.75
Woodley Park-Zoo,Largo Town Center,Evening,1.75
Woodley Park-Zoo,L'Enfant Plaza,Evening,2.0
Woodley Park-Zoo,McPherson Square,Evening,4.75
Woodley Park-Zoo,Medical Center,Evening,3.75
Woodley Park-Zoo,Metro Center,Evening,21.0
Woodley Park-Zoo,Minnesota Avenue,Evening,2.0
Woodley Park-Zoo,Morgan Blvd.,Evening,0.5
Woodley Park-Zoo,Mt. Vernon Square-UDC,Evening,3.5
Woodley Park-Zoo,Navy Yard,Evening,10.75
Woodley Park-Zoo,Naylor Road,Evening,2.0
Woodley Park-Zoo,New Carrollton,Evening,10.5
Woodley Park-Zoo,New York Ave,Evening,7.5
Woodley Park-Zoo,Pentagon,Evening,3.5
Woodley Park-Zoo,Pentagon City,Evening,11.0
Woodley Park-Zoo,Potomac Avenue,Evening,4.5
Woodley Park-Zoo,Prince George's Plaza,Evening,3.0
Woodley Park-Zoo,Reagan Washington National Airport,Evening,1.5
Woodley Park-Zoo,Rhode Island Avenue,Evening,6.0
Woodley Park-Zoo,Rockville,Evening,13.75
Woodley Park-Zoo,Rosslyn,Evening,6.75
Woodley Park-Zoo,Shady Grove,Evening,36.5
Woodley Park-Zoo,Shaw-Howard University,Evening,1.5
Woodley Park-Zoo,Silver Spring,Evening,22.75
Woodley Park-Zoo,Smithsonian,Evening,9.5
Woodley Park-Zoo,Southern Avenue,Evening,4.25
Woodley Park-Zoo,Stadium-Armory,Evening,2.0
Woodley Park-Zoo,Suitland,Evening,4.75
Woodley Park-Zoo,Takoma,Evening,4.5
Woodley Park-Zoo,Tenleytown-AU,Evening,20.25
Woodley Park-Zoo,Twinbrook,Evening,9.25
Woodley Park-Zoo,U Street-Cardozo,Evening,3.25
Woodley Park-Zoo,Union Station,Evening,38.5
Woodley Park-Zoo,Van Dorn Street,Evening,3.75
Woodley Park-Zoo,Van Ness-UDC,Evening,18.5
Woodley Park-Zoo,Vienna,Evening,27.0
Woodley Park-Zoo,Virginia Square-GMU,Evening,2.25
Woodley Park-Zoo,Waterfront,Evening,3.5
Woodley Park-Zoo,West Falls Church,Evening,2.75
Woodley Park-Zoo,West Hyattsville,Evening,1.25
Woodley Park-Zoo,Wheaton,Evening,11.75
Woodley Park-Zoo,White Flint,Evening,7.0
Woodley Park-Zoo,Woodley Park-Zoo,Evening,11.25
Addison Road,Addison Road,Midday,9.0
Addison Road,Anacostia,Midday,6.0
Addison Road,Archives-Navy Memorial,Midday,1.5
Addison Road,Arlington Cemetery,Midday,0.75
Addison Road,Ballston,Midday,5.25
Addison Road,Benning Road,Midday,19.75
Addison Road,Bethesda,Midday,2.25
Addison Road,Braddock Road,Midday,2.5
Addison Road,Branch Avenue,Midday,1.5
Addison Road,Brookland,Midday,2.0
Addison Road,Capitol Heights,Midday,6.75
Addison Road,Capitol South,Midday,3.25
Addison Road,Cheverly,Midday,1.5
Addison Road,Clarendon,Midday,1.75
Addison Road,College Park-U of MD,Midday,0.5
Addison Road,Columbia Heights,Midday,5.5
Addison Road,Congress Heights,Midday,1.5
Addison Road,Court House,Midday,0.5
Addison Road,Crystal City,Midday,2.0
Addison Road,Deanwood,Midday,2.25
Addison Road,Dunn Loring,Midday,0.5
Addison Road,Dupont Circle,Midday,4.0
Addison Road,East Falls Church,Midday,0.25
Addison Road,Eastern Market,Midday,11.0
Addison Road,Eisenhower Avenue,Midday,1.5
Addison Road,Farragut North,Midday,2.0
Addison Road,Farragut West,Midday,4.0
Addison Road,Federal Center SW,Midday,1.0
Addison Road,Federal Triangle,Midday,2.75
Addison Road,Foggy Bottom,Midday,14.0
Addison Road,Fort Totten,Midday,9.25
Addison Road,Franconia-Springfield,Midday,3.25
Addison Road,Friendship Heights,Midday,5.5
Addison Road,Gallery Place-Chinatown,Midday,11.25
Addison Road,Georgia Avenue-Petworth,Midday,3.75
Addison Road,Glenmont,Midday,2.0
Addison Road,Greenbelt,Midday,0.25
Addison Road,Huntington,Midday,3.5
Addison Road,Judiciary Square,Midday,0.5
Addison Road,King Street,Midday,3.75
Addison Road,Landover,Midday,1.25
Addison Road,Largo Town Center,Midday,53.5
Addison Road,L'Enfant Plaza,Midday,2.25
Addison Road,McPherson Square,Midday,7.5
Addison Road,Medical Center,Midday,0.25
Addison Road,Metro Center,Midday,15.0
Addison Road,Minnesota Avenue,Midday,5.0
Addison Road,Morgan Blvd.,Midday,3.75
Addison Road,Mt. Vernon Square-UDC,Midday,4.25
Addison Road,Navy Yard,Midday,4.5
Addison Road,Naylor Road,Midday,1.25
Addison Road,New Carrollton,Midday,7.5
Addison Road,New York Ave,Midday,2.0
Addison Road,Pentagon,Midday,2.75
Addison Road,Pentagon City,Midday,17.75
Addison Road,Potomac Avenue,Midday,10.0
Addison Road,Prince George's Plaza,Midday,2.5
Addison Road,Reagan Washington National Airport,Midday,2.75
Addison Road,Rhode Island Avenue,Midday,3.5
Addison Road,Rockville,Midday,0.75
Addison Road,Rosslyn,Midday,4.25
Addison Road,Shady Grove,Midday,5.0
Addison Road,Shaw-Howard University,Midday,1.75
Addison Road,Silver Spring,Midday,8.0
Addison Road,Smithsonian,Midday,6.0
Addison Road,Southern Avenue,Midday,4.25
Addison Road,Stadium-Armory,Midday,12.75
Addison Road,Suitland,Midday,2.0
Addison Road,Takoma,Midday,1.25
Addison Road,Tenleytown-AU,Midday,2.5
Addison Road,Twinbrook,Midday,0.5
Addison Road,U Street-Cardozo,Midday,2.5
Addison Road,Union Station,Midday,4.5
Addison Road,Van Dorn Street,Midday,1.75
Addison Road,Van Ness-UDC,Midday,0.5
Addison Road,Vienna,Midday,1.25
Addison Road,Virginia Square-GMU,Midday,0.25
Addison Road,Waterfront,Midday,2.5
Addison Road,West Falls Church,Midday,1.5
Addison Road,West Hyattsville,Midday,1.0
Addison Road,Wheaton,Midday,4.75
Addison Road,White Flint,Midday,0.5
Addison Road,Woodley Park-Zoo,Midday,5.5
Anacostia,Addison Road,Midday,6.5
Anacostia,Anacostia,Midday,26.25
Anacostia,Archives-Navy Memorial,Midday,16.25
Anacostia,Arlington Cemetery,Midday,5.5
Anacostia,Ballston,Midday,9.25
Anacostia,Benning Road,Midday,11.5
Anacostia,Bethesda,Midday,4.5
Anacostia,Braddock Road,Midday,3.5
Anacostia,Branch Avenue,Midday,17.5
Anacostia,Brookland,Midday,14.75
Anacostia,Capitol Heights,Midday,7.75
Anacostia,Capitol South,Midday,0.25
Anacostia,Cheverly,Midday,3.75
Anacostia,Clarendon,Midday,3.5
Anacostia,Cleveland Park,Midday,2.0
Anacostia,College Park-U of MD,Midday,2.5
Anacostia,Columbia Heights,Midday,79.75
Anacostia,Congress Heights,Midday,9.5
Anacostia,Court House,Midday,3.0
Anacostia,Crystal City,Midday,4.5
Anacostia,Deanwood,Midday,7.5
Anacostia,Dunn Loring,Midday,0.75
Anacostia,Dupont Circle,Midday,12.25
Anacostia,East Falls Church,Midday,0.25
Anacostia,Eastern Market,Midday,6.25
Anacostia,Eisenhower Avenue,Midday,4.75
Anacostia,Farragut North,Midday,13.75
Anacostia,Farragut West,Midday,5.5
Anacostia,Federal Triangle,Midday,2.75
Anacostia,Foggy Bottom,Midday,26.5
Anacostia,Forest Glen,Midday,1.25
Anacostia,Fort Totten,Midday,46.5
Anacostia,Franconia-Springfield,Midday,3.5
Anacostia,Friendship Heights,Midday,11.75
Anacostia,Gallery Place-Chinatown,Midday,108.5
Anacostia,Georgia Avenue-Petworth,Midday,37.75
Anacostia,Glenmont,Midday,3.75
Anacostia,Greenbelt,Midday,2.75
Anacostia,Grosvenor,Midday,0.25
Anacostia,Huntington,Midday,5.75
Anacostia,Judiciary Square,Midday,0.75
Anacostia,King Street,Midday,7.75
Anacostia,Landover,Midday,6.0
Anacostia,Largo Town Center,Midday,10.25
Anacostia,L'Enfant Plaza,Midday,19.75
Anacostia,McPherson Square,Midday,6.75
Anacostia,Medical Center,Midday,2.75
Anacostia,Metro Center,Midday,18.75
Anacostia,Minnesota Avenue,Midday,19.75
Anacostia,Morgan Blvd.,Midday,4.25
Anacostia,Mt. Vernon Square-UDC,Midday,26.0
Anacostia,Navy Yard,Midday,82.25
Anacostia,Naylor Road,Midday,19.5
Anacostia,New Carrollton,Midday,7.75
Anacostia,New York Ave,Midday,6.0
Anacostia,Pentagon,Midday,13.5
Anacostia,Pentagon City,Midday,40.75
Anacostia,Potomac Avenue,Midday,2.75
Anacostia,Prince George's Plaza,Midday,17.75
Anacostia,Reagan Washington National Airport,Midday,10.0
Anacostia,Rhode Island Avenue,Midday,29.25
Anacostia,Rockville,Midday,1.0
Anacostia,Rosslyn,Midday,4.5
Anacostia,Shady Grove,Midday,5.0
Anacostia,Shaw-Howard University,Midday,36.75
Anacostia,Silver Spring,Midday,17.5
Anacostia,Smithsonian,Midday,12.0
Anacostia,Southern Avenue,Midday,15.5
Anacostia,Stadium-Armory,Midday,3.5
Anacostia,Suitland,Midday,41.5
Anacostia,Takoma,Midday,6.25
Anacostia,Tenleytown-AU,Midday,4.25
Anacostia,Twinbrook,Midday,2.25
Anacostia,U Street-Cardozo,Midday,22.0
Anacostia,Union Station,Midday,16.0
Anacostia,Van Dorn Street,Midday,2.75
Anacostia,Van Ness-UDC,Midday,4.75
Anacostia,Vienna,Midday,1.25
Anacostia,Virginia Square-GMU,Midday,3.0
Anacostia,Waterfront,Midday,47.5
Anacostia,West Falls Church,Midday,3.0
Anacostia,West Hyattsville,Midday,4.5
Anacostia,Wheaton,Midday,7.5
Anacostia,White Flint,Midday,4.0
Anacostia,Woodley Park-Zoo,Midday,17.0
Archives-Navy Memorial,Addison Road,Midday,1.0
Archives-Navy Memorial,Anacostia,Midday,9.25
Archives-Navy Memorial,Archives-Navy Memorial,Midday,9.25
Archives-Navy Memorial,Arlington Cemetery,Midday,15.5
Archives-Navy Memorial,Ballston,Midday,2.75
Archives-Navy Memorial,Benning Road,Midday,1.25
Archives-Navy Memorial,Bethesda,Midday,2.0
Archives-Navy Memorial,Braddock Road,Midday,26.5
Archives-Navy Memorial,Branch Avenue,Midday,11.5
Archives-Navy Memorial,Brookland,Midday,1.25
Archives-Navy Memorial,Capitol South,Midday,4.5
Archives-Navy Memorial,Cheverly,Midday,0.25
Archives-Navy Memorial,Clarendon,Midday,1.5
Archives-Navy Memorial,Cleveland Park,Midday,1.0
Archives-Navy Memorial,College Park-U of MD,Midday,7.0
Archives-Navy Memorial,Columbia Heights,Midday,49.75
Archives-Navy Memorial,Congress Heights,Midday,2.5
Archives-Navy Memorial,Court House,Midday,0.75
Archives-Navy Memorial,Crystal City,Midday,36.0
Archives-Navy Memorial,Deanwood,Midday,0.5
Archives-Navy Memorial,Dunn Loring,Midday,1.5
Archives-Navy Memorial,Dupont Circle,Midday,15.75
Archives-Navy Memorial,East Falls Church,Midday,2.75
Archives-Navy Memorial,Eastern Market,Midday,7.75
Archives-Navy Memorial,Eisenhower Avenue,Midday,6.75
Archives-Navy Memorial,Farragut North,Midday,5.5
Archives-Navy Memorial,Farragut West,Midday,1.0
Archives-Navy Memorial,Federal Center SW,Midday,1.25
Archives-Navy Memorial,Federal Triangle,Midday,1.25
Archives-Navy Memorial,Foggy Bottom,Midday,14.75
Archives-Navy Memorial,Forest Glen,Midday,1.0
Archives-Navy Memorial,Fort Totten,Midday,16.25
Archives-Navy Memorial,Franconia-Springfield,Midday,9.25
Archives-Navy Memorial,Friendship Heights,Midday,3.25
Archives-Navy Memorial,Gallery Place-Chinatown,Midday,17.25
Archives-Navy Memorial,Georgia Avenue-Petworth,Midday,10.0
Archives-Navy Memorial,Glenmont,Midday,1.0
Archives-Navy Memorial,Greenbelt,Midday,12.75
Archives-Navy Memorial,Grosvenor,Midday,0.75
Archives-Navy Memorial,Huntington,Midday,27.25
Archives-Navy Memorial,King Street,Midday,39.75
Archives-Navy Memorial,Landover,Midday,0.5
Archives-Navy Memorial,Largo Town Center,Midday,2.25
Archives-Navy Memorial,L'Enfant Plaza,Midday,19.25
Archives-Navy Memorial,McPherson Square,Midday,5.5
Archives-Navy Memorial,Medical Center,Midday,0.25
Archives-Navy Memorial,Metro Center,Midday,8.0
Archives-Navy Memorial,Minnesota Avenue,Midday,1.25
Archives-Navy Memorial,Mt. Vernon Square-UDC,Midday,7.5
Archives-Navy Memorial,Navy Yard,Midday,57.25
Archives-Navy Memorial,Naylor Road,Midday,4.0
Archives-Navy Memorial,New Carrollton,Midday,1.25
Archives-Navy Memorial,New York Ave,Midday,3.75
Archives-Navy Memorial,Pentagon,Midday,12.75
Archives-Navy Memorial,Pentagon City,Midday,81.75
Archives-Navy Memorial,Potomac Avenue,Midday,1.0
Archives-Navy Memorial,Prince George's Plaza,Midday,5.25
Archives-Navy Memorial,Reagan Washington National Airport,Midday,19.25
Archives-Navy Memorial,Rhode Island Avenue,Midday,0.5
Archives-Navy Memorial,Rockville,Midday,1.0
Archives-Navy Memorial,Rosslyn,Midday,6.25
Archives-Navy Memorial,Shady Grove,Midday,3.25
Archives-Navy Memorial,Shaw-Howard University,Midday,7.5
Archives-Navy Memorial,Silver Spring,Midday,3.75
Archives-Navy Memorial,Smithsonian,Midday,10.0
Archives-Navy Memorial,Southern Avenue,Midday,3.5
Archives-Navy Memorial,Stadium-Armory,Midday,1.25
Archives-Navy Memorial,Suitland,Midday,3.75
Archives-Navy Memorial,Takoma,Midday,0.5
Archives-Navy Memorial,Tenleytown-AU,Midday,1.0
Archives-Navy Memorial,Twinbrook,Midday,0.75
Archives-Navy Memorial,U Street-Cardozo,Midday,33.25
Archives-Navy Memorial,Union Station,Midday,19.5
Archives-Navy Memorial,Van Dorn Street,Midday,2.25
Archives-Navy Memorial,Van Ness-UDC,Midday,1.75
Archives-Navy Memorial,Vienna,Midday,3.75
Archives-Navy Memorial,Virginia Square-GMU,Midday,1.0
Archives-Navy Memorial,Waterfront,Midday,21.75
Archives-Navy Memorial,West Falls Church,Midday,2.25
Archives-Navy Memorial,West Hyattsville,Midday,2.5
Archives-Navy Memorial,Wheaton,Midday,0.25
Archives-Navy Memorial,White Flint,Midday,0.5
Archives-Navy Memorial,Woodley Park-Zoo,Midday,11.0
Arlington Cemetery,Addison Road,Midday,0.25
Arlington Cemetery,Anacostia,Midday,0.75
Arlington Cemetery,Archives-Navy Memorial,Midday,17.0
Arlington Cemetery,Arlington Cemetery,Midday,18.75
Arlington Cemetery,Ballston,Midday,13.0
Arlington Cemetery,Bethesda,Midday,3.5
Arlington Cemetery,Braddock Road,Midday,9.5
Arlington Cemetery,Branch Avenue,Midday,1.0
Arlington Cemetery,Brookland,Midday,0.75
Arlington Cemetery,Capitol South,Midday,20.5
Arlington Cemetery,Cheverly,Midday,0.5
