ent_station,ext_station,riders_average_weekday_late_night
New York Ave,Bethesda,3.25
New York Ave,Braddock Road,0.5
New York Ave,Branch Avenue,0.75
New York Ave,Brookland,4.5
New York Ave,Capitol Heights,1.0
New York Ave,Capitol South,0.125
New York Ave,Clarendon,0.375
New York Ave,Cleveland Park,0.875
New York Ave,College Park-U of MD,2.5
New York Ave,Columbia Heights,3.375
New York Ave,Congress Heights,1.375
New York Ave,Court House,0.5
New York Ave,Crystal City,0.125
New York Ave,Deanwood,0.75
New York Ave,Dunn Loring,2.375
New York Ave,Dupont Circle,6.125
New York Ave,East Falls Church,1.125
New York Ave,Eastern Market,0.375
New York Ave,Eisenhower Avenue,0.625
New York Ave,Farragut North,2.0
New York Ave,Foggy Bottom,1.125
New York Ave,Forest Glen,1.5
New York Ave,Fort Totten,13.0
New York Ave,Franconia-Springfield,2.125
New York Ave,Friendship Heights,1.375
New York Ave,Gallery Place-Chinatown,5.25
New York Ave,Georgia Avenue-Petworth,1.375
New York Ave,Glenmont,7.875
New York Ave,Greenbelt,0.875
New York Ave,Grosvenor,2.625
New York Ave,Huntington,2.125
New York Ave,Judiciary Square,0.875
New York Ave,King Street,0.375
New York Ave,L'Enfant Plaza,1.0
New York Ave,Landover,0.875
New York Ave,Largo Town Center,1.75
New York Ave,McPherson Square,0.125
New York Ave,Medical Center,1.0
New York Ave,Metro Center,2.875
New York Ave,Minnesota Avenue,0.875
New York Ave,Morgan Blvd.,0.25
New York Ave,Mt. Vernon Square-UDC,0.75
New York Ave,Navy Yard,0.75
New York Ave,Naylor Road,2.5
New York Ave,New Carrollton,1.5
New York Ave,New York Ave,4.625
New York Ave,Pentagon,1.25
New York Ave,Pentagon City,2.0
New York Ave,Potomac Avenue,1.875
New York Ave,Prince George's Plaza,1.625
New York Ave,Reagan Washington National Airport,0.375
New York Ave,Rhode Island Avenue,7.625
New York Ave,Rockville,1.75
New York Ave,Rosslyn,1.125
New York Ave,Shady Grove,7.875
New York Ave,Shaw-Howard University,0.875
New York Ave,Silver Spring,12.375
New York Ave,Southern Avenue,1.5
New York Ave,Stadium-Armory,0.25
New York Ave,Suitland,2.625
New York Ave,Takoma,5.75
New York Ave,Tenleytown-AU,4.25
New York Ave,Twinbrook,1.0
New York Ave,U Street-Cardozo,1.5
New York Ave,Union Station,1.0
New York Ave,Van Dorn Street,0.625
New York Ave,Van Ness-UDC,1.0
New York Ave,Vienna,6.125
New York Ave,Virginia Square-GMU,0.625
New York Ave,Waterfront,1.25
New York Ave,West Falls Church,1.75
New York Ave,West Hyattsville,1.5
New York Ave,Wheaton,2.625
New York Ave,White Flint,0.125
New York Ave,Woodley Park-Zoo,2.75
Pentagon,Addison Road,0.25
Pentagon,Ballston,0.25
Pentagon,Benning Road,0.25
Pentagon,Braddock Road,2.0
Pentagon,Cheverly,0.125
Pentagon,Columbia Heights,0.5
Pentagon,Crystal City,0.375
Pentagon,Dunn Loring,0.125
Pentagon,Dupont Circle,0.25
Pentagon,East Falls Church,0.25
Pentagon,Eisenhower Avenue,0.875
Pentagon,Federal Triangle,0.125
Pentagon,Foggy Bottom,0.125
Pentagon,Fort Totten,0.25
Pentagon,Franconia-Springfield,1.875
Pentagon,Gallery Place-Chinatown,1.125
Pentagon,Georgia Avenue-Petworth,0.625
Pentagon,Huntington,2.25
Pentagon,King Street,0.625
Pentagon,McPherson Square,0.25
Pentagon,Morgan Blvd.,0.875
Pentagon,Mt. Vernon Square-UDC,0.125
Pentagon,Naylor Road,0.125
Pentagon,New Carrollton,0.125
Pentagon,Pentagon,0.375
Pentagon,Pentagon City,0.75
Pentagon,Potomac Avenue,0.125
Pentagon,Prince George's Plaza,0.125
Pentagon,Reagan Washington National Airport,0.375
Pentagon,Rosslyn,0.25
Pentagon,Shaw-Howard University,0.25
Pentagon,Silver Spring,0.375
Pentagon,Stadium-Armory,0.125
Pentagon,Suitland,0.375
Pentagon,Tenleytown-AU,0.125
Pentagon,Van Dorn Street,0.125
Pentagon,Vienna,0.125
Pentagon City,Addison Road,0.75
Pentagon City,Anacostia,1.125
Pentagon City,Archives-Navy Memorial,1.25
Pentagon City,Ballston,1.125
Pentagon City,Benning Road,0.5
Pentagon City,Bethesda,0.25
Pentagon City,Braddock Road,1.5
Pentagon City,Branch Avenue,0.25
Pentagon City,Brookland,0.625
Pentagon City,Capitol Heights,0.25
Pentagon City,Capitol South,0.25
Pentagon City,Cheverly,1.5
Pentagon City,Clarendon,0.25
Pentagon City,Cleveland Park,0.5
Pentagon City,Columbia Heights,5.375
Pentagon City,Congress Heights,0.125
Pentagon City,Court House,0.5
Pentagon City,Crystal City,3.25
Pentagon City,Deanwood,0.5
Pentagon City,Dunn Loring,0.125
Pentagon City,Dupont Circle,1.125
Pentagon City,East Falls Church,0.75
Pentagon City,Eastern Market,0.875
Pentagon City,Eisenhower Avenue,0.125
Pentagon City,Farragut West,2.75
Pentagon City,Federal Center SW,0.625
Pentagon City,Foggy Bottom,4.75
Pentagon City,Forest Glen,0.125
Pentagon City,Fort Totten,3.375
Pentagon City,Franconia-Springfield,3.75
Pentagon City,Friendship Heights,0.625
Pentagon City,Gallery Place-Chinatown,4.75
Pentagon City,Georgia Avenue-Petworth,1.5
Pentagon City,Glenmont,0.125
Pentagon City,Greenbelt,1.0
Pentagon City,Grosvenor,0.25
Pentagon City,Huntington,8.25
Pentagon City,King Street,4.125
Pentagon City,L'Enfant Plaza,1.375
Pentagon City,Landover,0.375
Pentagon City,Largo Town Center,0.875
Pentagon City,McPherson Square,1.625
Pentagon City,Medical Center,0.125
Pentagon City,Metro Center,1.625
Pentagon City,Minnesota Avenue,0.25
Pentagon City,Mt. Vernon Square-UDC,2.75
Pentagon City,Navy Yard,0.25
Pentagon City,Naylor Road,0.625
Pentagon City,New Carrollton,1.25
Pentagon City,New York Ave,1.0
Pentagon City,Pentagon,0.5
Pentagon City,Pentagon City,3.125
Pentagon City,Potomac Avenue,0.75
Pentagon City,Prince George's Plaza,0.625
Pentagon City,Reagan Washington National Airport,0.375
Pentagon City,Rhode Island Avenue,0.5
Pentagon City,Rosslyn,4.0
Pentagon City,Shady Grove,0.375
Pentagon City,Shaw-Howard University,1.25
Pentagon City,Silver Spring,2.125
Pentagon City,Southern Avenue,1.125
Pentagon City,Stadium-Armory,0.25
Pentagon City,Suitland,1.5
Pentagon City,Takoma,0.625
Pentagon City,Tenleytown-AU,0.875
Pentagon City,Twinbrook,0.25
Pentagon City,U Street-Cardozo,3.25
Pentagon City,Union Station,1.625
Pentagon City,Van Dorn Street,2.375
Pentagon City,Van Ness-UDC,0.625
Pentagon City,Vienna,1.0
Pentagon City,Virginia Square-GMU,0.25
Pentagon City,Waterfront,0.375
Pentagon City,West Falls Church,0.375
Pentagon City,West Hyattsville,0.5
Pentagon City,Wheaton,0.875
Pentagon City,Woodley Park-Zoo,0.625
Potomac Avenue,Addison Road,0.75
Potomac Avenue,Anacostia,1.125
Potomac Avenue,Ballston,0.625
Potomac Avenue,Benning Road,2.875
Potomac Avenue,Bethesda,0.625
Potomac Avenue,Braddock Road,0.125
Potomac Avenue,Branch Avenue,0.375
Potomac Avenue,Brookland,0.875
Potomac Avenue,Capitol Heights,1.25
Potomac Avenue,Capitol South,1.0
Potomac Avenue,Cheverly,0.875
Potomac Avenue,Clarendon,0.25
Potomac Avenue,Cleveland Park,0.25
Potomac Avenue,Columbia Heights,2.25
Potomac Avenue,Congress Heights,0.5
Potomac Avenue,Court House,1.5
Potomac Avenue,Deanwood,0.875
Potomac Avenue,Dunn Loring,0.25
Potomac Avenue,Dupont Circle,0.375
Potomac Avenue,East Falls Church,0.25
Potomac Avenue,Eastern Market,0.125
Potomac Avenue,Farragut West,1.875
Potomac Avenue,Federal Triangle,0.25
Potomac Avenue,Foggy Bottom,1.75
Potomac Avenue,Fort Totten,2.0
Potomac Avenue,Friendship Heights,0.25
Potomac Avenue,Gallery Place-Chinatown,0.375
Potomac Avenue,Georgia Avenue-Petworth,2.125
Potomac Avenue,Greenbelt,0.25
Potomac Avenue,Grosvenor,0.125
Potomac Avenue,Huntington,0.625
Potomac Avenue,King Street,0.5
Potomac Avenue,L'Enfant Plaza,0.75
Potomac Avenue,Landover,0.625
Potomac Avenue,Largo Town Center,0.5
Potomac Avenue,McPherson Square,1.5
Potomac Avenue,Metro Center,1.0
Potomac Avenue,Minnesota Avenue,2.125
Potomac Avenue,Morgan Blvd.,0.25
Potomac Avenue,Mt. Vernon Square-UDC,1.375
Potomac Avenue,Naylor Road,0.25
Potomac Avenue,New Carrollton,1.25
Potomac Avenue,New York Ave,0.75
Potomac Avenue,Pentagon,0.25
Potomac Avenue,Pentagon City,0.625
Potomac Avenue,Potomac Avenue,3.125
Potomac Avenue,Reagan Washington National Airport,0.125
Potomac Avenue,Rhode Island Avenue,0.375
Potomac Avenue,Rockville,0.125
Potomac Avenue,Rosslyn,0.875
Potomac Avenue,Shady Grove,0.5
Potomac Avenue,Shaw-Howard University,1.125
Potomac Avenue,Silver Spring,1.375
Potomac Avenue,Southern Avenue,0.125
Potomac Avenue,Stadium-Armory,1.375
Potomac Avenue,Suitland,0.625
Potomac Avenue,Takoma,0.75
Potomac Avenue,Tenleytown-AU,0.75
Potomac Avenue,U Street-Cardozo,1.75
Potomac Avenue,Union Station,0.75
Potomac Avenue,Van Ness-UDC,0.5
Potomac Avenue,Vienna,0.125
Potomac Avenue,Virginia Square-GMU,0.25
Potomac Avenue,West Falls Church,0.5
Potomac Avenue,West Hyattsville,0.125
Potomac Avenue,Woodley Park-Zoo,0.75
Prince George's Plaza,Addison Road,0.125
Prince George's Plaza,Anacostia,0.875
Prince George's Plaza,Benning Road,0.25
Prince George's Plaza,Bethesda,0.25
Prince George's Plaza,Branch Avenue,0.75
Prince George's Plaza,Brookland,0.5
Prince George's Plaza,Cheverly,0.125
Prince George's Plaza,College Park-U of MD,7.25
Prince George's Plaza,Columbia Heights,3.5
Prince George's Plaza,Congress Heights,0.125
Prince George's Plaza,Court House,0.125
Prince George's Plaza,Dupont Circle,0.375
Prince George's Plaza,Eastern Market,0.125
Prince George's Plaza,Farragut North,0.125
Prince George's Plaza,Foggy Bottom,0.125
Prince George's Plaza,Fort Totten,2.5
Prince George's Plaza,Gallery Place-Chinatown,1.875
Prince George's Plaza,Georgia Avenue-Petworth,2.625
Prince George's Plaza,Glenmont,0.5
Prince George's Plaza,Greenbelt,3.625
Prince George's Plaza,Grosvenor,0.125
Prince George's Plaza,Huntington,0.25
Prince George's Plaza,Judiciary Square,0.125
Prince George's Plaza,Landover,0.625
Prince George's Plaza,McPherson Square,0.375
Prince George's Plaza,Mt. Vernon Square-UDC,0.5
Prince George's Plaza,Navy Yard,0.125
Prince George's Plaza,Naylor Road,0.5
Prince George's Plaza,New Carrollton,0.25
Prince George's Plaza,New York Ave,0.75
Prince George's Plaza,Pentagon City,0.125
Prince George's Plaza,Potomac Avenue,0.125
Prince George's Plaza,Prince George's Plaza,2.375
Prince George's Plaza,Reagan Washington National Airport,0.125
Prince George's Plaza,Rosslyn,0.25
Prince George's Plaza,Shady Grove,0.25
Prince George's Plaza,Shaw-Howard University,1.125
Prince George's Plaza,Silver Spring,0.75
Prince George's Plaza,Southern Avenue,1.0
Prince George's Plaza,Suitland,2.0
Prince George's Plaza,Takoma,0.625
Prince George's Plaza,Tenleytown-AU,0.125
Prince George's Plaza,U Street-Cardozo,5.625
Prince George's Plaza,Union Station,0.25
Prince George's Plaza,Vienna,0.125
Prince George's Plaza,Waterfront,0.125
Prince George's Plaza,West Hyattsville,1.25
Prince George's Plaza,Wheaton,0.125
Prince George's Plaza,Woodley Park-Zoo,0.5
Reagan Washington National Airport,Addison Road,0.125
Reagan Washington National Airport,Anacostia,0.375
Reagan Washington National Airport,Archives-Navy Memorial,0.25
Reagan Washington National Airport,Ballston,0.875
Reagan Washington National Airport,Benning Road,0.375
Reagan Washington National Airport,Bethesda,1.125
Reagan Washington National Airport,Braddock Road,1.875
Reagan Washington National Airport,Branch Avenue,1.0
Reagan Washington National Airport,Brookland,0.125
Reagan Washington National Airport,Clarendon,0.625
Reagan Washington National Airport,Cleveland Park,0.125
Reagan Washington National Airport,College Park-U of MD,0.25
Reagan Washington National Airport,Columbia Heights,3.25
Reagan Washington National Airport,Congress Heights,0.25
Reagan Washington National Airport,Court House,0.375
Reagan Washington National Airport,Crystal City,2.0
Reagan Washington National Airport,Deanwood,0.125
Reagan Washington National Airport,Dunn Loring,0.625
Reagan Washington National Airport,Dupont Circle,1.625
Reagan Washington National Airport,East Falls Church,0.625
Reagan Washington National Airport,Eastern Market,0.75
Reagan Washington National Airport,Eisenhower Avenue,0.25
Reagan Washington National Airport,Farragut West,0.625
Reagan Washington National Airport,Federal Center SW,0.125
Reagan Washington National Airport,Federal Triangle,0.125
Reagan Washington National Airport,Foggy Bottom,6.625
Reagan Washington National Airport,Fort Totten,1.625
Reagan Washington National Airport,Franconia-Springfield,4.625
Reagan Washington National Airport,Friendship Heights,0.5
Reagan Washington National Airport,Gallery Place-Chinatown,1.5
Reagan Washington National Airport,Georgia Avenue-Petworth,1.375
Reagan Washington National Airport,Glenmont,0.625
Reagan Washington National Airport,Greenbelt,0.5
Reagan Washington National Airport,Grosvenor,1.125
Reagan Washington National Airport,Huntington,4.625
Reagan Washington National Airport,King Street,4.5
Reagan Washington National Airport,L'Enfant Plaza,0.25
Reagan Washington National Airport,Landover,0.25
Reagan Washington National Airport,Largo Town Center,0.375
Reagan Washington National Airport,McPherson Square,1.875
Reagan Washington National Airport,Medical Center,0.125
Reagan Washington National Airport,Metro Center,1.75
Reagan Washington National Airport,Mt. Vernon Square-UDC,0.875
Reagan Washington National Airport,Navy Yard,0.25
Reagan Washington National Airport,Naylor Road,0.125
Reagan Washington National Airport,New Carrollton,0.125
Reagan Washington National Airport,New York Ave,0.5
Reagan Washington National Airport,Pentagon,0.625
Reagan Washington National Airport,Pentagon City,1.875
Reagan Washington National Airport,Potomac Avenue,0.5
Reagan Washington National Airport,Prince George's Plaza,0.375
Reagan Washington National Airport,Reagan Washington National Airport,1.25
Reagan Washington National Airport,Rockville,0.75
Reagan Washington National Airport,Rosslyn,3.125
Reagan Washington National Airport,Shady Grove,1.25
Reagan Washington National Airport,Shaw-Howard University,0.5
Reagan Washington National Airport,Silver Spring,2.25
Reagan Washington National Airport,Southern Avenue,0.125
Reagan Washington National Airport,Stadium-Armory,0.125
Reagan Washington National Airport,Suitland,0.5
Reagan Washington National Airport,Takoma,0.125
Reagan Washington National Airport,Tenleytown-AU,0.375
Reagan Washington National Airport,Twinbrook,0.625
Reagan Washington National Airport,U Street-Cardozo,0.75
Reagan Washington National Airport,Union Station,2.0
Reagan Washington National Airport,Van Dorn Street,2.625
Reagan Washington National Airport,Van Ness-UDC,0.375
Reagan Washington National Airport,Vienna,1.125
Reagan Washington National Airport,Virginia Square-GMU,0.25
Reagan Washington National Airport,West Falls Church,0.25
Reagan Washington National Airport,White Flint,0.375
Reagan Washington National Airport,Woodley Park-Zoo,1.0
Rhode Island Avenue,Addison Road,0.75
Rhode Island Avenue,Anacostia,3.625
Rhode Island Avenue,Ballston,0.5
Rhode Island Avenue,Benning Road,1.0
Rhode Island Avenue,Bethesda,0.625
Rhode Island Avenue,Braddock Road,0.125
Rhode Island Avenue,Brookland,0.625
Rhode Island Avenue,Capitol Heights,0.75
Rhode Island Avenue,Cheverly,0.375
Rhode Island Avenue,Cleveland Park,0.125
Rhode Island Avenue,College Park-U of MD,0.75
Rhode Island Avenue,Columbia Heights,1.75
Rhode Island Avenue,Congress Heights,1.375
Rhode Island Avenue,Court House,0.125
Rhode Island Avenue,Crystal City,0.125
Rhode Island Avenue,Deanwood,0.75
Rhode Island Avenue,Dunn Loring,0.125
Rhode Island Avenue,Dupont Circle,1.75
Rhode Island Avenue,East Falls Church,0.125
Rhode Island Avenue,Eastern Market,0.25
Rhode Island Avenue,Farragut North,0.125
Rhode Island Avenue,Foggy Bottom,1.5
Rhode Island Avenue,Forest Glen,0.125
Rhode Island Avenue,Fort Totten,6.75
Rhode Island Avenue,Franconia-Springfield,0.625
Rhode Island Avenue,Friendship Heights,0.25
Rhode Island Avenue,Gallery Place-Chinatown,5.125
Rhode Island Avenue,Georgia Avenue-Petworth,0.625
Rhode Island Avenue,Glenmont,1.375
Rhode Island Avenue,Greenbelt,0.375
Rhode Island Avenue,Grosvenor,0.375
Rhode Island Avenue,Judiciary Square,1.375
Rhode Island Avenue,King Street,0.125
Rhode Island Avenue,Landover,0.625
Rhode Island Avenue,Largo Town Center,0.75
Rhode Island Avenue,McPherson Square,0.25
Rhode Island Avenue,Metro Center,0.375
Rhode Island Avenue,Minnesota Avenue,1.25
Rhode Island Avenue,Mt. Vernon Square-UDC,0.125
Rhode Island Avenue,Navy Yard,0.875
Rhode Island Avenue,Naylor Road,1.75
Rhode Island Avenue,New Carrollton,0.25
Rhode Island Avenue,New York Ave,2.625
Rhode Island Avenue,Potomac Avenue,0.25
Rhode Island Avenue,Prince George's Plaza,1.25
Rhode Island Avenue,Reagan Washington National Airport,0.875
Rhode Island Avenue,Rhode Island Avenue,3.5
Rhode Island Avenue,Shady Grove,0.625
Rhode Island Avenue,Shaw-Howard University,0.375
Rhode Island Avenue,Silver Spring,4.125
Rhode Island Avenue,Southern Avenue,0.625
Rhode Island Avenue,Suitland,1.375
Rhode Island Avenue,Takoma,1.75
Rhode Island Avenue,Tenleytown-AU,0.5
Rhode Island Avenue,Twinbrook,0.25
Rhode Island Avenue,U Street-Cardozo,2.375
Rhode Island Avenue,Union Station,1.625
Rhode Island Avenue,Van Dorn Street,0.125
Rhode Island Avenue,Van Ness-UDC,0.125
Rhode Island Avenue,Vienna,0.125
Rhode Island Avenue,Virginia Square-GMU,0.125
Rhode Island Avenue,Waterfront,1.25
Rhode Island Avenue,West Falls Church,0.25
Rhode Island Avenue,West Hyattsville,0.75
Rhode Island Avenue,Wheaton,0.75
Rhode Island Avenue,White Flint,0.25
Rhode Island Avenue,Woodley Park-Zoo,0.375
Rockville,Benning Road,0.125
Rockville,Bethesda,1.25
Rockville,Brookland,0.25
Rockville,Cleveland Park,0.125
Rockville,College Park-U of MD,0.125
Rockville,Columbia Heights,0.125
Rockville,Congress Heights,0.25
Rockville,Dunn Loring,0.125
Rockville,Dupont Circle,2.875
Rockville,East Falls Church,0.125
Rockville,Eisenhower Avenue,0.5
Rockville,Farragut North,0.375
Rockville,Foggy Bottom,0.125
Rockville,Fort Totten,0.125
Rockville,Friendship Heights,1.0
Rockville,Gallery Place-Chinatown,1.125
Rockville,Glenmont,0.625
Rockville,Grosvenor,3.0
Rockville,King Street,0.25
Rockville,Landover,0.25
Rockville,Largo Town Center,0.375
Rockville,Medical Center,0.25
Rockville,Minnesota Avenue,0.25
Rockville,Morgan Blvd.,0.375
Rockville,New Carrollton,0.25
Rockville,New York Ave,0.375
Rockville,Pentagon City,0.25
Rockville,Prince George's Plaza,0.125
Rockville,Rhode Island Avenue,0.125
Rockville,Rockville,3.625
Rockville,Rosslyn,0.375
Rockville,Shady Grove,9.25
Rockville,Shaw-Howard University,0.25
Rockville,Silver Spring,0.875
Rockville,Smithsonian,0.125
Rockville,Stadium-Armory,0.125
Rockville,Takoma,0.625
Rockville,Tenleytown-AU,0.375
Rockville,Twinbrook,4.375
Rockville,U Street-Cardozo,0.125
Rockville,Union Station,0.875
Rockville,Van Ness-UDC,1.0
Rockville,Virginia Square-GMU,0.125
Rockville,Waterfront,0.125
Rockville,West Falls Church,0.125
Rockville,Wheaton,0.125
Rockville,White Flint,2.375
Rockville,Woodley Park-Zoo,2.125
Rosslyn,Addison Road,0.375
Rosslyn,Anacostia,0.375
Rosslyn,Ballston,9.375
Rosslyn,Bethesda,0.5
Rosslyn,Braddock Road,3.75
Rosslyn,Branch Avenue,2.625
Rosslyn,Brookland,0.125
Rosslyn,Capitol Heights,0.25
Rosslyn,Capitol South,0.625
Rosslyn,Cheverly,0.75
Rosslyn,Clarendon,1.625
Rosslyn,Cleveland Park,0.625
Rosslyn,College Park-U of MD,0.375
Rosslyn,Columbia Heights,1.0
Rosslyn,Congress Heights,0.25
Rosslyn,Court House,2.625
Rosslyn,Crystal City,7.5
Rosslyn,Dunn Loring,10.5
Rosslyn,Dupont Circle,1.625
Rosslyn,East Falls Church,8.5
Rosslyn,Eastern Market,1.875
Rosslyn,Eisenhower Avenue,0.125
Rosslyn,Farragut North,0.125
Rosslyn,Farragut West,5.75
Rosslyn,Federal Center SW,0.5
Rosslyn,Foggy Bottom,5.625
Rosslyn,Forest Glen,0.375
Rosslyn,Fort Totten,1.75
Rosslyn,Franconia-Springfield,6.5
Rosslyn,Friendship Heights,1.25
Rosslyn,Gallery Place-Chinatown,0.625
Rosslyn,Georgia Avenue-Petworth,3.0
Rosslyn,Glenmont,0.125
Rosslyn,Greenbelt,0.125
Rosslyn,Grosvenor,0.5
Rosslyn,Huntington,2.0
Rosslyn,Judiciary Square,0.125
Rosslyn,King Street,6.0
Rosslyn,L'Enfant Plaza,0.75
Rosslyn,Largo Town Center,0.5
Rosslyn,McPherson Square,3.75
Rosslyn,Medical Center,0.375
Rosslyn,Metro Center,3.375
Rosslyn,Minnesota Avenue,0.25
Rosslyn,Morgan Blvd.,0.375
Rosslyn,Mt. Vernon Square-UDC,0.5
Rosslyn,Navy Yard,0.125
Rosslyn,Naylor Road,1.5
Rosslyn,New Carrollton,1.125
Rosslyn,New York Ave,1.125
Rosslyn,Pentagon,1.875
Rosslyn,Pentagon City,10.375
Rosslyn,Potomac Avenue,0.875
Rosslyn,Reagan Washington National Airport,0.125
Rosslyn,Rhode Island Avenue,0.5
Rosslyn,Rosslyn,7.0
Rosslyn,Shady Grove,2.25
Rosslyn,Shaw-Howard University,0.25
Rosslyn,Silver Spring,2.375
Rosslyn,Southern Avenue,1.25
Rosslyn,Stadium-Armory,0.625
Rosslyn,Suitland,0.25
Rosslyn,Takoma,0.125
Rosslyn,Tenleytown-AU,0.5
Rosslyn,Twinbrook,0.25
Rosslyn,U Street-Cardozo,1.0
Rosslyn,Union Station,1.0
Rosslyn,Van Dorn Street,5.75
Rosslyn,Van Ness-UDC,0.375
Rosslyn,Vienna,12.25
Rosslyn,Virginia Square-GMU,2.875
Rosslyn,Waterfront,1.125
Rosslyn,West Falls Church,3.75
Rosslyn,West Hyattsville,0.125
Rosslyn,Wheaton,0.5
Rosslyn,White Flint,0.125
