ent_station,ext_station,riders_average_weekday_late_night,trip_length
noma gallaudet u,largo,1.75,15
noma gallaudet u,mcpherson square,0.125,5
noma gallaudet u,medical center,1.0,13
noma gallaudet u,metro center,2.875,4
noma gallaudet u,minnesota avenue,0.875,11
noma gallaudet u,morgan boulevard,0.25,14
noma gallaudet u,mount vernon square,0.75,4
noma gallaudet u,navy yard ballpark,0.75,7
noma gallaudet u,naylor road,2.5,11
noma gallaudet u,new carrollton,1.5,15
noma gallaudet u,noma gallaudet u,4.625,0
noma gallaudet u,pentagon,1.25,6
noma gallaudet u,pentagon city,2.0,7
noma gallaudet u,potomac avenue,1.875,9
noma gallaudet u,hyattsville crossing,1.625,5
noma gallaudet u,national airport,0.375,9
noma gallaudet u,rhode island avenue,7.625,1
noma gallaudet u,rockville,1.75,17
noma gallaudet u,rosslyn,1.125,8
noma gallaudet u,shady grove,7.875,18
noma gallaudet u,shaw howard university,0.875,5
noma gallaudet u,silver spring,12.375,5
noma gallaudet u,southern avenue,1.5,10
noma gallaudet u,stadium armory,0.25,10
noma gallaudet u,suitland,2.625,12
noma gallaudet u,takoma,5.75,4
noma gallaudet u,tenleytown au,4.25,10
noma gallaudet u,twinbrook,1.0,16
noma gallaudet u,u street,1.5,6
noma gallaudet u,union station,1.0,1
noma gallaudet u,van dorn street,0.625,13
noma gallaudet u,van ness udc,1.0,9
noma gallaudet u,vienna,6.125,16
noma gallaudet u,virginia square gmu,0.625,11
noma gallaudet u,waterfront,1.25,6
noma gallaudet u,west falls church,1.75,14
noma gallaudet u,west hyattsville,1.5,4
noma gallaudet u,wheaton,2.625,7
noma gallaudet u,north bethesda,0.125,15
noma gallaudet u,woodley park,2.75,7
pentagon,addison road,0.25,9
pentagon,ballston-mu,0.25,6
pentagon,benning road,0.25,7
pentagon,braddock road,2.0,5
pentagon,cheverly,0.125,9
pentagon,columbia heights,0.5,7
pentagon,crystal city,0.375,2
pentagon,dunn loring,0.125,9
pentagon,dupont circle,0.25,6
pentagon,east falls church,0.25,7
pentagon,eisenhower avenue,0.875,7
pentagon,federal triangle,0.125,3
pentagon,foggy bottom gwu,0.125,3
pentagon,fort totten,0.25,9
pentagon,franconia springfield,1.875,8
pentagon,gallery place,1.125,3
pentagon,georgia avenue petworth,0.625,8
pentagon,huntington,2.25,8
pentagon,king street old town,0.625,6
pentagon,mcpherson square,0.25,5
pentagon,morgan boulevard,0.875,10
pentagon,mount vernon square,0.125,4
pentagon,naylor road,0.125,7
pentagon,new carrollton,0.125,11
pentagon,pentagon,0.375,0
pentagon,pentagon city,0.75,1
pentagon,potomac avenue,0.125,5
pentagon,hyattsville crossing,0.125,11
pentagon,national airport,0.375,3
pentagon,rosslyn,0.25,2
pentagon,shaw howard university,0.25,5
pentagon,silver spring,0.375,11
pentagon,stadium armory,0.125,6
pentagon,suitland,0.375,8
pentagon,tenleytown au,0.125,10
pentagon,van dorn street,0.125,7
pentagon,vienna,0.125,10
pentagon city,addison road,0.75,10
pentagon city,anacostia,1.125,5
pentagon city,archives,1.25,3
pentagon city,ballston-mu,1.125,7
pentagon city,benning road,0.5,8
pentagon city,bethesda,0.25,13
pentagon city,braddock road,1.5,4
pentagon city,branch avenue,0.25,10
pentagon city,brookland cua,0.625,9
pentagon city,capitol heights,0.25,9
pentagon city,capitol south,0.25,4
pentagon city,cheverly,1.5,10
pentagon city,clarendon,0.25,5
pentagon city,cleveland park,0.5,9
pentagon city,columbia heights,5.375,8
pentagon city,congress heights,0.125,6
pentagon city,court house,0.5,4
pentagon city,crystal city,3.25,1
pentagon city,deanwood,0.5,9
pentagon city,dunn loring,0.125,10
pentagon city,dupont circle,1.125,7
pentagon city,east falls church,0.75,8
pentagon city,eastern market,0.875,5
pentagon city,eisenhower avenue,0.125,6
pentagon city,farragut west,2.75,5
pentagon city,federal center sw,0.625,3
pentagon city,foggy bottom gwu,4.75,4
pentagon city,forest glen,0.125,13
pentagon city,fort totten,3.375,10
pentagon city,franconia springfield,3.75,7
pentagon city,friendship heights,0.625,12
pentagon city,gallery place,4.75,4
pentagon city,georgia avenue petworth,1.5,9
pentagon city,glenmont,0.125,15
pentagon city,greenbelt,1.0,14
pentagon city,grosvenor strathmore,0.25,15
pentagon city,huntington,8.25,7
pentagon city,king street old town,4.125,5
pentagon city,l'enfant plaza,1.375,2
pentagon city,landover,0.375,11
pentagon city,largo,0.875,12
pentagon city,mcpherson square,1.625,6
pentagon city,medical center,0.125,14
pentagon city,metro center,1.625,5
pentagon city,minnesota avenue,0.25,8
pentagon city,mount vernon square,2.75,5
pentagon city,navy yard ballpark,0.25,4
pentagon city,naylor road,0.625,8
pentagon city,new carrollton,1.25,12
pentagon city,noma gallaudet u,1.0,7
pentagon city,pentagon,0.5,1
pentagon city,pentagon city,3.125,0
pentagon city,potomac avenue,0.75,6
pentagon city,hyattsville crossing,0.625,12
pentagon city,national airport,0.375,2
pentagon city,rhode island avenue,0.5,8
pentagon city,rosslyn,4.0,3
pentagon city,shady grove,0.375,19
pentagon city,shaw howard university,1.25,6
pentagon city,silver spring,2.125,12
pentagon city,southern avenue,1.125,7
pentagon city,stadium armory,0.25,7
pentagon city,suitland,1.5,9
pentagon city,takoma,0.625,11
pentagon city,tenleytown au,0.875,11
pentagon city,twinbrook,0.25,17
pentagon city,u street,3.25,7
pentagon city,union station,1.625,6
pentagon city,van dorn street,2.375,6
pentagon city,van ness udc,0.625,10
pentagon city,vienna,1.0,11
pentagon city,virginia square gmu,0.25,6
pentagon city,waterfront,0.375,3
pentagon city,west falls church,0.375,9
pentagon city,west hyattsville,0.5,11
pentagon city,wheaton,0.875,14
pentagon city,woodley park,0.625,8
potomac avenue,addison road,0.75,4
potomac avenue,anacostia,1.125,7
potomac avenue,ballston-mu,0.625,11
potomac avenue,benning road,2.875,2
potomac avenue,bethesda,0.625,15
potomac avenue,braddock road,0.125,10
potomac avenue,branch avenue,0.375,12
potomac avenue,brookland cua,0.875,11
potomac avenue,capitol heights,1.25,3
potomac avenue,capitol south,1.0,2
potomac avenue,cheverly,0.875,4
potomac avenue,clarendon,0.25,9
potomac avenue,cleveland park,0.25,11
potomac avenue,columbia heights,2.25,10
potomac avenue,congress heights,0.5,8
potomac avenue,court house,1.5,8
potomac avenue,deanwood,0.875,3
potomac avenue,dunn loring,0.25,14
potomac avenue,dupont circle,0.375,9
potomac avenue,east falls church,0.25,12
potomac avenue,eastern market,0.125,1
potomac avenue,farragut west,1.875,9
potomac avenue,federal triangle,0.25,6
potomac avenue,foggy bottom gwu,1.75,8
potomac avenue,fort totten,2.0,12
potomac avenue,friendship heights,0.25,14
potomac avenue,gallery place,0.375,6
potomac avenue,georgia avenue petworth,2.125,11
potomac avenue,greenbelt,0.25,16
potomac avenue,grosvenor strathmore,0.125,17
potomac avenue,huntington,0.625,13
potomac avenue,king street old town,0.5,11
potomac avenue,l'enfant plaza,0.75,4
potomac avenue,landover,0.625,5
potomac avenue,largo,0.5,6
potomac avenue,mcpherson square,1.5,8
potomac avenue,metro center,1.0,7
potomac avenue,minnesota avenue,2.125,2
potomac avenue,morgan boulevard,0.25,5
potomac avenue,mount vernon square,1.375,7
potomac avenue,naylor road,0.25,10
potomac avenue,new carrollton,1.25,6
potomac avenue,noma gallaudet u,0.75,9
potomac avenue,pentagon,0.25,5
potomac avenue,pentagon city,0.625,6
potomac avenue,potomac avenue,3.125,0
potomac avenue,national airport,0.125,8
potomac avenue,rhode island avenue,0.375,10
potomac avenue,rockville,0.125,20
potomac avenue,rosslyn,0.875,7
potomac avenue,shady grove,0.5,21
potomac avenue,shaw howard university,1.125,8
potomac avenue,silver spring,1.375,14
potomac avenue,southern avenue,0.125,9
potomac avenue,stadium armory,1.375,1
potomac avenue,suitland,0.625,11
potomac avenue,takoma,0.75,13
potomac avenue,tenleytown au,0.75,13
potomac avenue,u street,1.75,9
potomac avenue,union station,0.75,8
potomac avenue,van ness udc,0.5,12
potomac avenue,vienna,0.125,15
potomac avenue,virginia square gmu,0.25,10
potomac avenue,west falls church,0.5,13
potomac avenue,west hyattsville,0.125,13
potomac avenue,woodley park,0.75,10
hyattsville crossing,addison road,0.125,18
hyattsville crossing,anacostia,0.875,13
hyattsville crossing,benning road,0.25,16
hyattsville crossing,bethesda,0.25,17
hyattsville crossing,branch avenue,0.75,18
hyattsville crossing,brookland cua,0.5,3
hyattsville crossing,cheverly,0.125,18
hyattsville crossing,college park university of maryland,7.25,1
hyattsville crossing,columbia heights,3.5,4
hyattsville crossing,congress heights,0.125,14
hyattsville crossing,court house,0.125,14
hyattsville crossing,dupont circle,0.375,11
hyattsville crossing,eastern market,0.125,13
hyattsville crossing,farragut north,0.125,10
hyattsville crossing,foggy bottom gwu,0.125,12
hyattsville crossing,fort totten,2.5,2
hyattsville crossing,gallery place,1.875,8
hyattsville crossing,georgia avenue petworth,2.625,3
hyattsville crossing,glenmont,0.5,7
hyattsville crossing,greenbelt,3.625,2
hyattsville crossing,grosvenor strathmore,0.125,19
hyattsville crossing,huntington,0.25,19
hyattsville crossing,judiciary square,0.125,7
hyattsville crossing,landover,0.625,19
hyattsville crossing,mcpherson square,0.375,10
hyattsville crossing,mount vernon square,0.5,7
hyattsville crossing,navy yard ballpark,0.125,12
hyattsville crossing,naylor road,0.5,16
hyattsville crossing,new carrollton,0.25,20
hyattsville crossing,noma gallaudet u,0.75,5
hyattsville crossing,pentagon city,0.125,12
hyattsville crossing,potomac avenue,0.125,14
hyattsville crossing,hyattsville crossing,2.375,0
hyattsville crossing,national airport,0.125,14
hyattsville crossing,rosslyn,0.25,13
hyattsville crossing,shady grove,0.25,23
hyattsville crossing,shaw howard university,1.125,6
hyattsville crossing,silver spring,0.75,4
hyattsville crossing,southern avenue,1.0,15
hyattsville crossing,suitland,2.0,17
hyattsville crossing,takoma,0.625,3
hyattsville crossing,tenleytown au,0.125,15
hyattsville crossing,u street,5.625,5
hyattsville crossing,union station,0.25,6
hyattsville crossing,vienna,0.125,21
hyattsville crossing,waterfront,0.125,11
hyattsville crossing,west hyattsville,1.25,1
hyattsville crossing,wheaton,0.125,6
hyattsville crossing,woodley park,0.5,12
national airport,addison road,0.125,12
national airport,anacostia,0.375,7
national airport,archives,0.25,5
national airport,ballston-mu,0.875,9
national airport,benning road,0.375,10
national airport,bethesda,1.125,15
national airport,braddock road,1.875,2
national airport,branch avenue,1.0,12
national airport,brookland cua,0.125,11
national airport,clarendon,0.625,7
national airport,cleveland park,0.125,11
national airport,college park university of maryland,0.25,15
national airport,columbia heights,3.25,10
national airport,congress heights,0.25,8
national airport,court house,0.375,6
national airport,crystal city,2.0,1
national airport,deanwood,0.125,11
national airport,dunn loring,0.625,12
national airport,dupont circle,1.625,9
national airport,east falls church,0.625,10
national airport,eastern market,0.75,7
national airport,eisenhower avenue,0.25,4
national airport,farragut west,0.625,7
national airport,federal center sw,0.125,5
national airport,federal triangle,0.125,6
national airport,foggy bottom gwu,6.625,6
national airport,fort totten,1.625,12
national airport,franconia springfield,4.625,5
national airport,friendship heights,0.5,14
national airport,gallery place,1.5,6
national airport,georgia avenue petworth,1.375,11
national airport,glenmont,0.625,17
national airport,greenbelt,0.5,16
national airport,grosvenor strathmore,1.125,17
national airport,huntington,4.625,5
national airport,king street old town,4.5,3
national airport,l'enfant plaza,0.25,4
national airport,landover,0.25,13
national airport,largo,0.375,14
national airport,mcpherson square,1.875,8
national airport,medical center,0.125,16
national airport,metro center,1.75,7
national airport,mount vernon square,0.875,7
national airport,navy yard ballpark,0.25,6
national airport,naylor road,0.125,10
national airport,new carrollton,0.125,14
national airport,noma gallaudet u,0.5,9
national airport,pentagon,0.625,3
national airport,pentagon city,1.875,2
national airport,potomac avenue,0.5,8
national airport,hyattsville crossing,0.375,14
national airport,national airport,1.25,0
national airport,rockville,0.75,20
national airport,rosslyn,3.125,5
national airport,shady grove,1.25,21
national airport,shaw howard university,0.5,8
national airport,silver spring,2.25,14
national airport,southern avenue,0.125,9
national airport,stadium armory,0.125,9
national airport,suitland,0.5,11
national airport,takoma,0.125,13
national airport,tenleytown au,0.375,13
national airport,twinbrook,0.625,19
national airport,u street,0.75,9
national airport,union station,2.0,8
national airport,van dorn street,2.625,4
national airport,van ness udc,0.375,12
national airport,vienna,1.125,13
national airport,virginia square gmu,0.25,8
national airport,west falls church,0.25,11
national airport,north bethesda,0.375,18
national airport,woodley park,1.0,10
rhode island avenue,addison road,0.75,14
rhode island avenue,anacostia,3.625,9
rhode island avenue,ballston-mu,0.5,13
rhode island avenue,benning road,1.0,12
rhode island avenue,bethesda,0.625,13
rhode island avenue,braddock road,0.125,12
rhode island avenue,brookland cua,0.625,1
rhode island avenue,capitol heights,0.75,13
rhode island avenue,cheverly,0.375,14
rhode island avenue,cleveland park,0.125,9
rhode island avenue,college park university of maryland,0.75,5
rhode island avenue,columbia heights,1.75,4
rhode island avenue,congress heights,1.375,10
rhode island avenue,court house,0.125,10
rhode island avenue,crystal city,0.125,9
rhode island avenue,deanwood,0.75,13
rhode island avenue,dunn loring,0.125,16
rhode island avenue,dupont circle,1.75,7
rhode island avenue,east falls church,0.125,14
rhode island avenue,eastern market,0.25,9
rhode island avenue,farragut north,0.125,6
rhode island avenue,foggy bottom gwu,1.5,8
rhode island avenue,forest glen,0.125,5
rhode island avenue,fort totten,6.75,2
rhode island avenue,franconia springfield,0.625,15
rhode island avenue,friendship heights,0.25,12
rhode island avenue,gallery place,5.125,4
rhode island avenue,georgia avenue petworth,0.625,3
rhode island avenue,glenmont,1.375,7
rhode island avenue,greenbelt,0.375,6
rhode island avenue,grosvenor strathmore,0.375,15
rhode island avenue,judiciary square,1.375,3
rhode island avenue,king street old town,0.125,13
rhode island avenue,landover,0.625,15
rhode island avenue,largo,0.75,16
rhode island avenue,mcpherson square,0.25,6
rhode island avenue,metro center,0.375,5
rhode island avenue,minnesota avenue,1.25,12
rhode island avenue,mount vernon square,0.125,5
rhode island avenue,navy yard ballpark,0.875,8
rhode island avenue,naylor road,1.75,12
rhode island avenue,new carrollton,0.25,16
rhode island avenue,noma gallaudet u,2.625,1
rhode island avenue,potomac avenue,0.25,10
rhode island avenue,hyattsville crossing,1.25,4
rhode island avenue,national airport,0.875,10
rhode island avenue,rhode island avenue,3.5,0
rhode island avenue,shady grove,0.625,19
rhode island avenue,shaw howard university,0.375,6
rhode island avenue,silver spring,4.125,4
rhode island avenue,southern avenue,0.625,11
rhode island avenue,suitland,1.375,13
rhode island avenue,takoma,1.75,3
rhode island avenue,tenleytown au,0.5,11
rhode island avenue,twinbrook,0.25,17
rhode island avenue,u street,2.375,5
rhode island avenue,union station,1.625,2
rhode island avenue,van dorn street,0.125,14
rhode island avenue,van ness udc,0.125,10
rhode island avenue,vienna,0.125,17
rhode island avenue,virginia square gmu,0.125,12
rhode island avenue,waterfront,1.25,7
rhode island avenue,west falls church,0.25,15
rhode island avenue,west hyattsville,0.75,3
rhode island avenue,wheaton,0.75,6
rhode island avenue,north bethesda,0.25,16
rhode island avenue,woodley park,0.375,8
rockville,benning road,0.125,22
rockville,bethesda,1.25,5
rockville,brookland cua,0.25,19
rockville,cleveland park,0.125,9
rockville,college park university of maryland,0.125,23
rockville,columbia heights,0.125,18
rockville,congress heights,0.25,20
rockville,dunn loring,0.125,24
rockville,dupont circle,2.875,11
rockville,east falls church,0.125,22
rockville,eisenhower avenue,0.5,24
rockville,farragut north,0.375,12
rockville,foggy bottom gwu,0.125,16
rockville,fort totten,0.125,20
rockville,friendship heights,1.0,6
